laneID,tLinkID,time,speed,dis,RVID
79403,26,0.0,16.666666666666668,-1.0,1
79401,26,0.0,12.5,-1.0,2
79401,26,3.0,15.833333333333332,-1.0,3
79403,25,5.0,18.61111111111111,-1.0,4
79401,26,7.0,13.61111111111111,-1.0,5
79401,26,11.0,15.277777777777777,-1.0,6
79402,25,12.0,15.555555555555555,-1.0,7
79403,25,13.0,28.055555555555554,-1.0,8
79402,26,17.0,18.88888888888889,-1.0,9
79403,25,18.0,20.555555555555554,-1.0,10
79401,26,22.0,17.77777777777778,-1.0,11
79401,26,23.0,14.166666666666666,-1.0,12
79403,26,25.0,17.5,-1.0,13
79401,26,25.0,19.166666666666668,-1.0,14
79401,26,28.0,16.666666666666668,-1.0,15
79402,26,31.0,19.444444444444443,-1.0,16
79401,26,31.0,13.055555555555555,-1.0,17
79403,26,32.0,14.722222222222221,-1.0,18
79402,26,34.0,18.88888888888889,-1.0,19
79403,25,36.0,15.555555555555555,-1.0,20
79402,26,39.0,17.77777777777778,-1.0,21
79402,26,45.0,16.944444444444443,-1.0,22
79401,26,46.0,24.166666666666664,-1.0,23
79403,26,46.0,19.166666666666668,-1.0,24
79401,26,47.0,29.444444444444443,-1.0,25
79402,26,47.0,13.333333333333332,-1.0,26
79401,25,49.0,13.88888888888889,-1.0,27
79401,25,53.0,12.777777777777777,-1.0,28
79402,26,54.0,18.88888888888889,-1.0,29
79401,113,54.0,16.11111111111111,-1.0,30
79403,26,54.0,18.333333333333332,-1.0,31
79403,26,55.0,13.88888888888889,-1.0,32
79401,26,55.0,18.88888888888889,-1.0,33
79401,113,58.0,11.944444444444445,-1.0,34
79403,26,59.0,21.11111111111111,-1.0,35
79401,25,59.0,17.77777777777778,-1.0,36
79403,26,60.0,13.88888888888889,-1.0,37
79402,26,60.0,13.055555555555555,-1.0,38
79403,26,62.0,22.77777777777778,-1.0,39
79402,113,62.0,30.0,-1.0,40
79403,26,62.0,18.333333333333332,-1.0,41
79402,25,63.0,19.444444444444443,-1.0,42
79401,25,63.0,15.0,-1.0,43
79403,26,64.0,22.77777777777778,-1.0,44
79402,25,65.0,13.88888888888889,-1.0,45
79402,25,67.0,16.38888888888889,-1.0,46
79401,26,67.0,10.833333333333334,-1.0,47
79401,26,69.0,15.0,-1.0,48
79401,25,71.0,17.22222222222222,-1.0,49
79402,26,71.0,21.944444444444443,-1.0,50
79403,26,72.0,19.166666666666668,-1.0,51
79401,26,72.0,14.444444444444445,-1.0,52
79402,113,73.0,21.38888888888889,-1.0,53
79403,26,74.0,21.11111111111111,-1.0,54
79401,26,74.0,11.944444444444445,-1.0,55
79401,26,77.0,12.777777777777777,-1.0,56
79401,26,78.0,12.5,-1.0,57
79401,26,79.0,17.77777777777778,-1.0,58
79402,25,79.0,18.055555555555554,-1.0,59
79403,26,80.0,17.77777777777778,-1.0,60
79401,25,81.0,11.944444444444445,-1.0,61
79402,25,82.0,16.38888888888889,-1.0,62
79401,26,83.0,12.5,-1.0,63
79402,26,83.0,19.444444444444443,-1.0,64
79401,25,84.0,12.777777777777777,-1.0,65
79403,26,85.0,11.666666666666666,-1.0,66
79403,26,86.0,22.5,-1.0,67
79402,26,87.0,15.277777777777777,-1.0,68
79403,26,92.0,15.833333333333332,-1.0,69
79402,26,93.0,22.77777777777778,-1.0,70
79402,25,104.0,16.944444444444443,-1.0,71
79403,26,104.0,15.833333333333332,-1.0,72
79402,26,105.0,31.666666666666664,-1.0,73
79403,26,106.0,15.833333333333332,-1.0,74
79402,26,109.0,23.61111111111111,-1.0,75
79403,113,116.0,35.0,-1.0,76
79402,26,117.0,22.5,-1.0,77
79402,26,118.0,18.88888888888889,-1.0,78
79403,26,119.0,15.0,-1.0,79
79402,26,120.0,12.222222222222221,-1.0,80
79401,26,123.0,13.61111111111111,-1.0,81
79402,113,123.0,13.61111111111111,-1.0,82
79402,113,124.0,13.055555555555555,-1.0,83
79403,25,127.0,13.88888888888889,-1.0,84
79403,25,129.0,17.22222222222222,-1.0,85
79402,25,129.0,19.444444444444443,-1.0,86
79403,25,130.0,15.833333333333332,-1.0,87
79402,26,131.0,13.055555555555555,-1.0,88
79401,26,131.0,11.944444444444445,-1.0,89
79401,26,132.0,10.833333333333334,-1.0,90
79402,26,132.0,16.944444444444443,-1.0,91
79402,26,134.0,13.61111111111111,-1.0,92
79403,25,134.0,20.555555555555554,-1.0,93
79401,113,135.0,17.77777777777778,-1.0,94
79402,113,138.0,10.833333333333334,-1.0,95
79401,26,139.0,10.0,-1.0,96
79402,113,140.0,15.833333333333332,-1.0,97
79403,26,141.0,15.277777777777777,-1.0,98
79402,26,141.0,16.38888888888889,-1.0,99
79403,26,141.0,15.277777777777777,-1.0,100
79402,26,142.0,14.166666666666666,-1.0,101
79403,26,143.0,11.38888888888889,-1.0,102
79401,25,143.0,14.166666666666666,-1.0,103
79403,26,145.0,13.88888888888889,-1.0,104
79403,26,148.0,22.5,-1.0,105
79401,26,149.0,11.38888888888889,-1.0,106
79402,26,149.0,17.5,-1.0,107
