随机发出真实车： 1039
11.8,1,0,16.67,3
12.0,2,0,16.67,5
14.2,3,0,17.823940000741608,2
21.6,5,0,16.67,3
28.2,8,0,16.67,4
37.6,9,0,16.67,5
39.8,11,0,16.67,4
42.8,13,0,16.67,2
50.2,15,0,16.67,4
53.2,17,0,16.67,1
54.4,20,0,16.67,3
55.6,21,0,16.67,2
60.4,25,0,16.67,6
65.4,26,0,16.67,2
72.8,29,0,16.67,4
78.8,30,0,16.67,2
79.2,31,0,16.67,6
81.4,32,0,16.67,1
82.0,35,0,19.908936845233065,6
82.2,38,35,16.67,5
83.0,33,0,16.67,3
89.6,37,0,16.67,5
93.6,40,0,16.67,4
94.8,41,0,16.67,3
95.2,42,0,16.67,1
95.4,43,0,16.67,2
97.4,46,0,16.76677924758708,1
103.0,48,0,32.03672967036352,2
104.6,49,0,27.464046363976863,2
108.2,50,0,16.67,1
112.6,52,0,16.67,5
112.6,58,52,16.67,6
115.2,55,0,18.464215595980104,5
115.2,57,0,18.57246131478667,6
116.8,56,0,16.67,4
125.8,70,60,16.67,1
125.8,60,0,16.67,2
128.0,62,0,16.67,1
128.0,72,63,17.248845045010878,2
128.0,63,0,17.248845045010878,3
129.4,64,0,16.67,6
130.2,67,0,16.67,2
130.8,68,0,20.975826698304516,3
140.0,75,0,16.67,1
145.6,77,0,16.67,3
148.2,86,79,18.578167938116305,4
148.4,81,0,20.5775898975104,3
148.4,79,0,16.67,5
152.8,82,0,16.67,2
155.0,84,0,16.67,4
159.0,92,87,16.67,1
159.0,87,0,16.67,2
161.2,88,0,16.67,1
165.0,90,0,16.67,4
165.0,103,90,16.67,5
165.4,91,0,16.67,2
167.2,94,0,16.874180889061613,4
167.2,107,94,16.67,5
168.2,99,0,19.712039056014248,2
168.2,97,0,16.67,3
169.8,104,0,16.67,5
169.8,98,0,16.67,6
175.0,105,0,16.67,2
180.8,109,0,16.67,6
183.8,111,0,16.67,4
185.6,113,0,16.67,1
187.4,114,0,16.67,5
199.0,116,0,16.67,4
203.6,117,0,16.67,1
206.0,118,0,17.816558470881237,1
206.0,123,118,16.67,2
208.2,121,0,29.0282022486774,2
209.0,120,0,31.814451362344748,3
210.6,119,0,16.67,6
222.4,127,0,16.67,6
223.0,128,0,16.67,3
223.0,133,128,16.67,4
225.2,129,0,16.67,4
225.4,130,0,16.67,5
229.2,132,0,28.870947410387767,6
232.0,134,0,16.67,2
236.8,136,0,16.67,5
250.2,140,0,16.67,6
258.2,141,0,16.67,2
272.2,142,0,16.67,3
277.4,143,0,30.868848161705635,5
279.8,144,0,16.67,4
280.8,145,0,16.67,2
283.4,147,0,16.67,3
289.4,151,0,16.67,5
296.8,153,0,16.67,4
297.4,154,0,16.67,5
299.2,155,0,16.67,1
299.8,156,0,16.67,2
303.6,158,0,16.67,6
309.8,160,0,16.67,6
313.2,161,0,16.67,3
313.6,162,0,16.67,5
315.4,165,0,16.67,4
316.0,168,0,17.38510939578339,5
318.0,169,0,16.67,1
321.4,171,0,16.67,6
327.2,174,0,16.67,3
327.4,175,0,16.67,5
327.8,176,0,16.67,4
330.0,178,0,16.669626954247153,4
331.6,182,0,16.67,1
332.6,185,0,19.91216865686132,4
336.4,186,0,16.67,5
340.2,189,0,16.67,1
344.8,193,0,16.67,6
345.0,194,0,16.67,4
346.4,197,0,16.67,1
348.4,198,0,16.67,2
354.4,200,0,16.67,2
356.6,201,0,16.64574108081835,2
358.0,205,0,16.67,5
358.6,206,0,16.67,1
373.0,211,0,16.67,2
373.4,212,0,16.67,4
375.8,214,0,16.67,5
375.8,219,214,16.67,6
381.2,215,0,16.67,3
382.2,216,0,16.67,1
383.0,217,0,16.67,6
383.4,218,0,16.67,5
389.0,222,0,16.67,1
389.4,223,0,16.67,3
391.0,226,0,16.67,2
392.2,229,0,16.67,4
393.4,230,0,16.67,5
395.8,232,0,16.67,6
411.2,237,0,16.67,4
411.8,238,0,16.67,3
413.4,239,0,16.67,1
419.0,240,0,16.67,4
431.6,242,0,16.67,4
432.6,244,0,16.67,3
435.8,245,0,16.67,6
437.6,246,0,16.67,1
440.8,253,247,16.67,2
440.8,247,0,16.67,3
441.2,248,0,16.67,4
444.2,252,0,16.67,2
445.8,250,0,16.67,5
450.4,254,0,16.67,2
450.4,258,254,16.67,3
453.2,257,0,16.67,3
453.4,255,0,16.67,4
456.6,259,0,16.67,5
459.6,260,0,16.67,6
462.2,264,0,16.67,1
468.6,265,0,16.67,1
479.4,267,0,16.67,5
487.6,268,0,16.67,6
488.6,269,0,16.67,5
490.2,271,0,18.327449989230008,6
493.6,272,0,16.67,1
498.0,273,0,16.67,5
501.0,274,0,20.577607437637553,4
509.0,277,0,16.67,4
511.0,279,0,16.23739241419029,4
511.0,287,279,16.67,5
512.6,282,0,16.67,3
518.4,286,0,16.67,5
532.6,290,0,16.67,3
534.4,291,0,16.67,2
536.8,292,0,17.516463868682248,2
539.2,294,0,19.77993474463775,1
539.2,293,0,16.67,2
542.4,297,0,16.67,3
543.8,298,0,16.67,4
550.0,304,0,16.67,2
556.0,306,0,16.67,2
557.8,307,0,16.67,4
562.8,309,0,16.67,1
566.2,311,0,16.67,3
566.8,312,0,16.67,2
572.2,314,0,16.67,3
584.4,317,0,16.67,2
585.4,318,0,16.67,5
589.4,319,0,16.67,1
595.8,320,0,16.67,4
600.0,321,0,16.67,6
602.6,322,0,16.67,1
610.0,324,0,16.67,3
612.4,325,0,16.67,1
616.4,326,0,16.67,4
617.4,327,0,16.67,5
623.6,329,0,16.67,5
623.6,333,329,16.67,6
626.4,330,0,19.537501339554616,5
630.0,332,0,16.67,6
637.0,336,0,16.67,3
640.0,337,0,16.67,2
645.4,339,0,16.67,6
647.4,340,0,16.67,4
648.2,342,0,16.67,5
650.4,344,0,16.67,3
659.2,346,0,16.67,3
660.6,348,0,16.67,5
669.8,350,0,16.67,5
672.2,351,0,16.67,6
681.4,354,0,16.67,5
681.4,359,354,16.67,6
684.6,355,0,16.67,4
688.2,357,0,16.67,5
688.2,362,357,16.67,6
689.6,358,0,16.67,2
694.8,360,0,16.67,6
695.8,370,361,16.67,1
695.8,361,0,16.67,2
698.0,363,0,16.67,1
698.4,365,0,16.67,4
698.6,367,0,20.65386700795458,2
700.6,366,0,16.67,5
704.6,372,0,16.67,4
709.4,374,0,16.67,4
712.0,379,0,19.227572360766686,5
713.0,377,0,16.67,2
716.0,382,0,16.67,3
719.4,384,0,23.309347389373393,4
720.0,387,0,16.67,6
722.8,388,0,16.67,3
724.6,390,0,23.380535244508874,3
724.8,398,390,16.67,2
726.0,392,0,30.93764352021215,2
730.4,396,0,16.67,4
738.0,402,0,16.67,4
744.2,404,0,16.67,5
757.6,405,0,16.67,2
759.6,406,0,16.67,1
767.0,407,0,16.67,4
778.8,413,408,16.67,5
778.8,408,0,16.67,6
781.6,411,0,20.187808901814044,6
783.8,409,0,16.67,4
785.0,412,0,16.67,5
786.2,414,0,17.722253243307804,4
788.6,417,0,19.567778665882564,4
790.0,416,0,16.67,1
791.8,418,0,16.67,2
797.4,422,0,16.67,4
798.4,424,0,16.67,5
800.6,428,0,17.119073727330395,5
800.6,431,428,16.67,6
802.8,429,0,16.67,6
805.6,430,0,16.67,3
808.2,432,0,16.67,5
815.8,436,0,16.67,2
820.2,438,0,16.67,4
820.6,439,0,16.67,1
825.8,440,0,16.67,5
826.4,442,0,16.67,3
827.0,443,0,16.67,6
828.2,444,0,29.837707481283033,5
830.2,445,0,21.846752414428764,6
833.0,446,0,16.67,2
834.6,448,0,16.67,3
842.6,454,0,16.67,3
845.0,455,0,16.67,4
845.8,459,0,16.67,2
846.8,458,0,16.67,1
847.2,457,0,16.66579269446661,4
848.4,462,0,25.182944299061788,5
848.6,461,0,19.82655059346574,2
849.0,470,461,16.86601219097725,1
850.4,468,0,25.99504169820334,1
865.2,474,0,16.67,3
868.6,479,475,16.67,1
868.6,475,0,16.67,2
870.6,476,0,16.67,6
874.2,477,0,16.67,3
874.2,485,477,16.67,4
875.4,478,0,16.67,1
878.4,480,0,16.67,6
881.0,482,0,16.67,4
881.2,483,0,16.67,3
887.2,487,0,16.67,1
899.4,491,0,16.67,6
901.2,492,0,16.67,5
907.0,493,0,16.67,6
914.6,494,0,16.67,4
915.4,495,0,16.67,5
917.2,499,0,16.67,4
917.4,500,0,19.446160117868544,3
917.6,496,0,16.971030178135386,5
918.8,498,0,23.68037208899674,6
919.4,504,0,17.48962073713531,4
924.4,513,507,16.67,1
924.4,507,0,16.67,2
929.6,510,0,16.67,5
930.6,512,0,16.67,1
935.8,515,0,16.67,6
940.0,516,0,16.67,5
941.4,517,0,16.67,3
942.0,518,0,16.67,2
942.2,519,0,16.67,1
942.6,521,0,19.29475463427405,5
946.2,524,0,16.67,4
956.8,529,0,16.67,3
963.4,531,0,16.67,1
964.4,532,0,16.67,6
972.8,533,0,16.67,3
976.4,535,0,25.5158403892637,3
976.4,544,535,25.5158403892637,4
978.2,536,0,16.67,1
979.4,539,0,23.45684015766331,2
980.0,550,540,16.67,4
980.0,540,0,16.67,5
980.2,538,0,16.67,6
982.6,542,0,19.216287952737602,5
984.8,546,0,16.67,3
986.4,549,0,16.67,4
997.4,556,0,16.67,4
998.0,558,0,16.67,3
1001.8,561,0,16.67,2
1002.8,560,0,16.67,6
1005.4,564,0,16.67,6
1006.0,563,0,16.67,3
1006.0,565,0,32.25572893743019,5
1009.8,567,0,16.67,4
1013.2,570,0,16.67,6
1020.2,575,0,16.67,2
1021.8,576,0,16.67,5
1025.2,577,0,24.22232876740493,5
1027.8,578,0,16.67,4
1028.8,579,0,16.67,6
1030.4,581,0,16.67,3
1035.0,585,0,16.67,2
1042.4,588,0,16.67,1
1046.6,589,0,16.67,3
1060.4,590,0,16.67,3
1060.8,591,0,16.67,6
1070.0,593,0,16.67,4
1071.8,594,0,16.67,5
1083.8,595,0,16.67,1
1083.8,599,595,16.67,2
1086.0,596,0,17.248845045010878,1
1086.2,597,0,16.67,2
1094.0,600,0,16.67,5
1096.4,601,0,16.67,6
1099.8,603,0,16.67,3
1105.2,604,0,16.67,2
1107.6,605,0,16.67,1
1108.4,607,0,16.67,4
1117.8,608,0,16.67,4
1119.0,610,0,16.67,2
1123.0,612,0,16.67,1
1126.8,613,0,16.67,5
1128.0,614,0,16.67,2
1128.8,615,0,16.67,6
1137.0,617,0,16.67,6
1137.6,632,618,16.67,2
1137.6,618,0,16.67,3
1138.4,620,0,16.67,5
1139.8,621,0,16.56439021705612,4
1140.0,624,0,16.67,1
1140.0,635,624,16.67,2
1140.0,623,0,17.71114105563194,3
